time,latitude,longitude,vehicle_heading,vehicle_speed,vehicle_state,vehicle_track,llc_status
1567977303.646316,44.392927162984236,8.944359470502427,4.342996921987236,2.402087653204218,LatLong Move,4.342290956799779,0
1567977303.7462208,44.39292638265211,8.944356661078686,4.342635449331562,2.4041590653402753,LatLong Move,4.341928737194346,0
1567977303.8463912,44.392925601788235,8.944353852656505,4.342290340179263,2.4065200810613545,LatLong Move,4.341547598615884,0
1567977303.9467356,44.3929248187408,8.944351039320754,4.3419277703711305,2.4089209381792833,LatLong Move,4.341135114613133,0
1567977304.0478919,44.39292403518133,8.9443482272478,4.341546903628803,2.4110036045231853,LatLong Move,4.340660908999126,0
1567977304.1469653,44.392923250036525,8.944345412780379,4.34113444552986,2.41249748780773,LatLong Move,4.340121252867942,0
1567977304.2468731,44.39292246215689,8.944342592192356,4.3406600260909425,2.413346965771516,LatLong Move,4.339547592304466,0
1567977304.3460543,44.392921672929106,8.94433977101319,4.34011968919339,2.41365137583764,LatLong Move,4.338978265403346,0
1567977304.446275,44.39292088278488,8.94433695121814,4.339546855320739,2.4135535575119773,LatLong Move,4.338425483825672,0
1567977304.546223,44.392920090263495,8.944334127718832,4.338977052784202,2.413270702696605,LatLong Move,4.337899073168455,0
1567977304.6469967,44.39291929807543,8.944331310068694,4.338424676092519,2.413117079038457,LatLong Move,4.337423495567606,0
1567977304.7461586,44.392918503859974,8.9443284896927,4.337898261734601,2.4133845697014826,LatLong Move,4.337011684360972,0
1567977304.846506,44.392917708784736,8.944325670430437,4.337422691745427,2.414209915520066,LatLong Move,4.336643191727626,0
1567977304.9469125,44.39291691343712,8.944322853877479,4.337010664680104,2.4155539769524497,LatLong Move,4.3362872852747465,0
1567977305.0463352,44.3929161157903,8.944320032396462,4.3366422646241,2.417309378120893,LatLong Move,4.335920185353281,0
